"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"2366","MARIA PABLA (ART)","mayo",21,92
"2367","MARIA SOLEDAD II (ART)","mayo",33,64
"2368","MARIA TRINIDAD (ART)","mayo",67,204
"2369","MARICIA (ART)","mayo",2,4
"2370","MARIMAR II (ART-TRP)","mayo",27,46
"2371","MARIO ALBERTO (L","mayo",67,107
"2372","MARISOL III (L","mayo",408,445
"2373","MARJUXI II (L","mayo",165,242
"2374","MARJUXI IV (L","mayo",388,522
"2375","MARLIN (IND)","mayo",42,354
"2376","MAR PRIMERO (ART)","mayo",74,267
"2377","MAR SEGUNDO (ART)","mayo",6,18
"2378","MARVENTO (ART)","mayo",50,169
"2379","MARY PAZ II (ART)","mayo",90,155
"2380","MASTER (ART)","mayo",12,46
"2381","MASTER I (ART)","mayo",30,116
"2382","MATEO VALENTIN (ART)","mayo",0,9
"2383","MATIAS IGNACIO (L","mayo",379,592
"2384","MATIAS NICOLAS (ART)","mayo",58,211
"2385","MATIAS R (ART)","mayo",59,211
"2386","MAXIMO JAVIER (L","mayo",301,524
"2387","MELISSA KAREN (L","mayo",406,467
"2388","MERO (IND)","mayo",51,371
"2389","MESANA (ART)","mayo",40,102
"2390","MILTON PATRICIO (L","mayo",349,503
"2391","MISIONERA III (ART)","mayo",39,128
"2392","MOISES II (ART)","mayo",97,130
"2393","MORONI (L","mayo",94,139
"2394","NAGASAKI (ART)","mayo",27,101
"2395","NAZARETH II (ART)","mayo",14,33
"2396","NEBRASKA (ART)","mayo",36,126
"2397","NELY NICOLE II","mayo",11,55
"2398","NIEBLA","mayo",40,126
"2399","NIÑA XIMENA (L","mayo",73,280
"2400","NISSHIN MARU N°3 (IND)","mayo",96,245
"2401","NOEMI SIMONEY (ART)","mayo",27,100
"2402","NUESTRA SRA DE LA TIRANA II (IND)","mayo",191,285
"2403","OCEANIA (L","mayo",82,112
"2404","OCEANI III (ART)","mayo",5,33
"2405","ORCA (ART)","mayo",21,41
"2406","ORIENTE (ART)","mayo",127,156
"2407","ORION I (ART)","mayo",0,7
"2408","ORION IV (ART)","mayo",5,53
"2409","ORKA (ART)","mayo",34,114
"2410","OSCAR ALONSO (L","mayo",213,395
"2411","OSFRAMA (ART)","mayo",6,47
"2412","OVNIS (ART)","mayo",109,192
"2413","PALMI II (ART)","mayo",10,74
"2414","PALMI I (L","mayo",267,340
"2415","PAOLA I (ART)","mayo",64,163
"2416","PAOLA STEPHANIE (L","mayo",312,501
"2417","PAPA MARAVILLA III (ART)","mayo",101,131
"2418","PARINA I (IND)","mayo",55,315
"2419","PAULINA M (ART)","mayo",47,210
"2420","PEDRO L (L","mayo",81,239
"2421","PEHUENCO (IND)","mayo",29,175
"2422","PELICANO (IND)","mayo",77,366
"2423","PETROHUE I (ART)","mayo",47,182
"2424","PETROHUE II (ART)","mayo",52,208
"2425","PETROHUE III (ART)","mayo",49,203
"2426","PIGARGO (ART)","mayo",0,11
"2427","PILFICAN III (ART)","mayo",1,50
"2428","PILFICAN IV (ART)","mayo",5,42
"2429","PINITA (L","mayo",314,371
"2430","POLACO I (ART-TRP)","mayo",0,38
"2431","POLARIS II (IND)","mayo",206,443
"2432","POLUX (IND)","mayo",363,519
"2433","POSEIDON II (ART)","mayo",18,42
"2434","PUCARA (IND)","mayo",26,215
"2435","PUERTO BALLARTA (ART)","mayo",4,27
"2436","PUERTO BRAVO (ART)","mayo",57,81
"2437","PUERTO TORO (FAB)","mayo",595,820
"2438","PUERTO WILLIAMS (FAB)","mayo",643,1000
"2439","PUMA II (ART)","mayo",40,48
"2440","PUNTA BRAVA (ART)","mayo",21,103
"2441","PUNTA DE HUMO (L","mayo",248,356
"2442","PUNTA DEL ESTE (L","mayo",97,167
"2443","PUNTA MAULE II (ART)","mayo",0,4
"2444","PUNTA TALCA (ART)","mayo",235,268
"2445","PUNTA VERDE I","mayo",35,111
"2446","QUERELEMA (IND)","mayo",27,160
"2447","QUIMERA (ART)","mayo",60,162
"2448","RAMIRO M (ART)","mayo",69,95
"2449","RAPANUI (IND)","mayo",52,245
"2450","RAQUEL I (ART)","mayo",34,126
"2451","RAUL CESAR (ART)","mayo",43,123
"2452","RAUL M (ART)","mayo",41,174
"2453","RELAMPAGO (IND)","mayo",65,349
"2454","REY DEL PACIFICO (ART)","mayo",357,500
"2455","REY DE REYES (ART)","mayo",57,101
"2456","RICARDO I (ART)","mayo",93,249
"2457","RICARDO JESUS (ART)","mayo",55,180
"2458","RICHIMAR (ART-TRP)","mayo",0,16
"2459","RIEKA I (ART)","mayo",58,166
"2460","RIMALFREDAN II (ART)","mayo",30,89
"2461","RIO JORDAN IV (ART)","mayo",87,252
"2462","RIO JORDAN VII (L","mayo",12,30
"2463","RIO JORDAN X (ART)","mayo",84,299
"2464","RIO MAULE I (ART)","mayo",1,14
"2465","RIO PELLUHUE II (L","mayo",252,341
"2466","RIO PELLUHUE I (L","mayo",244,340
"2467","RIO QUEULE I (ART)","mayo",23,107
"2468","RIO SIMPSON II (ART)","mayo",87,120
"2469","RIO SIMPSON (L","mayo",302,468
"2470","RIO TOLTEN I (ART)","mayo",42,169
"2471","RIO VALDIVIA (ART)","mayo",14,55
"2472","ROCIO (L","mayo",45,50
"2473","RODIALFA III (ART)","mayo",0,51
"2474","RODRIGO I (ART)","mayo",9,21
"2475","ROLANDO (ART)","mayo",16,53
"2476","RUBY FRANCISCA (ART)","mayo",39,152
"2477","RUCACH I (ART-TRP)","mayo",0,21
"2478","RUTH (IND)","mayo",68,285
"2479","SADAN (ART)","mayo",41,97
"2480","SALMON (IND)","mayo",59,343
"2481","SAMARITANO (ART)","mayo",5,13
"2482","SAMARITANO I (ART)","mayo",8,33
"2483","SAN CARLOS II (L","mayo",529,586
"2484","SANDRITA I (ART)","mayo",75,217
"2485","SANDY III (ART)","mayo",66,225
"2486","SAN JORGE I (IND)","mayo",23,103
"2487","SAN JOSE (IND)","mayo",51,314
"2488","SAN SEBASTIAN I","mayo",0,50
"2489","SANTA AIDA I (ART)","mayo",20,40
"2490","SANTA IRENE III (L","mayo",378,528
"2491","SANTA MARGARITA I (L","mayo",36,175
"2492","SANTA MARIA A (ART)","mayo",0,10
"2493","SANTA MARIA II (IND)","mayo",0,3
"2494","SANTA PALESTINA I (L","mayo",333,502
"2495","SANTA XIMENA II (L","mayo",389,469
"2496","SANTIAGO (ART)","mayo",8,32
"2497","SANTO ISIDORO (L","mayo",545,587
"2498","SARAY ESMERALDA - M    ART","mayo",27,87
"2499","SARITA II (ART)","mayo",48,85
"2500","SHALOM II (ART)","mayo",60,227
"2501","SHIMANE (ART)","mayo",32,105
"2502","SIXTO ABRAHAM (ART)","mayo",0,2
"2503","SIXTO ABRAHAM I (ART)","mayo",82,212
"2504","SKORPION (IND)","mayo",130,206
"2505","SKORPION II (ART)","mayo",376,466
"2506","SOCOROMA (ART)","mayo",57,115
"2507","SOCOROMA I (ART)","mayo",73,128
"2508","SOCOROMA II (ART)","mayo",70,177
"2509","SOFIA-A (ART)","mayo",52,240
"2510","SOFIA MAGDALENA (ART)","mayo",44,144
"2511","SOFIA M (L","mayo",406,531
"2512","SOL NACIENTE II (L","mayo",18,38
"2513","SOTILEZA (ART)","mayo",98,249
"2514","STA XIMENA (L","mayo",264,536
"2515","STELLA MARIS II (ART-TRP)","mayo",14,91
"2516","SUSANA (ART)","mayo",48,144
"2517","SUSANA C (ART)","mayo",374,467
"2518","SUSANA III (ART)","mayo",34,72
"2519","TIBURON B (ART)","mayo",71,120
"2520","TIO CHITO (ART)","mayo",54,159
"2521","TOCONAO (ART)","mayo",23,142
"2522","TOME (ART)","mayo",154,214
"2523","TOME II (ART)","mayo",11,66
"2524","TORNADO (IND)","mayo",40,306
"2525","TOTO (ART)","mayo",0,90
"2526","TRAUWÜN I (ART)","mayo",184,235
"2527","TRINIDAD (ART)","mayo",48,212
"2528","TRINQUETE (ART)","mayo",92,199
"2529","TRUENO I (IND)","mayo",37,349
"2530","TSUNAMI S (ART)","mayo",30,126
"2531","TUAREG I (ART)","mayo",38,190
"2532","TUMBES (L","mayo",327,506
"2533","TURIMAR II (ART)","mayo",39,82
"2534","TURIMAR III (ART)","mayo",21,51
"2535","UNIONSUR (FAB)","mayo",886,1048
"2536","UNZEN (FAB)","mayo",500,724
"2537","UZIEL II (ART)","mayo",113,215
"2538","VALENCIA (ART)","mayo",49,199
"2539","VALENTINA ARACELI (L","mayo",304,505
"2540","VALENTINA (L","mayo",82,272
"2541","VENTISQUERO (IND)","mayo",135,635
"2542","VERONICA ALEJANDRA (ART)","mayo",109,281
"2543","VESTERVEG (IND)","mayo",58,336
"2544","VICHUQUEN II (IND)","mayo",15,97
"2545","VICTOR GABRIEL I (ART-TRP)","mayo",0,3
"2546","VICTOR GUILLERMO (ART)","mayo",25,81
"2547","XIMENA I (ART)","mayo",87,250
"2548","XOLOT (ART)","mayo",59,193
"2549","YARODAL II (TRP)","mayo",0,59
"2550","YELCHO I (IND)","mayo",65,247
"2551","YENNY (ART)","mayo",43,163
"2552","YOLANDA FILOMENA (L","mayo",350,380
"2553","YOLANDA S (ART)","mayo",13,48
"2554","YOSHIRA (ART)","mayo",35,94
"2555","YOVANKA (L","mayo",233,572
"2556","YOXCY (L","mayo",224,254
"2557","YUCATAN (L","mayo",239,409
"2558","ABATE MOLINA","junio",118,123
"2559","ABEL (ART)","junio",52,258
"2560","ABRAHAM (ART)","junio",40,205
"2561","ABUELITA FLOR  (ART)","junio",286,342
"2562","ACHERNAR (ART)","junio",16,41
"2563","ACUARIO I (ART)","junio",112,169
"2564","ACUARIO III (ART)","junio",0,1
"2565","ACUARIO IV (ART)","junio",77,100
"2566","ADRIANA (ART)","junio",20,46
"2567","ADRIANA IX (ART)","junio",23,90
"2568","ADRIANA V (ART)","junio",11,18
"2569","ADRIANA X (ART)","junio",7,13
"2570","AGUILA REAL (ART)","junio",28,105
"2571","ALBERTO M (ART)","junio",18,73
"2572","ALBIMER (IND)","junio",54,181
"2573","ALBORADA (ART)","junio",1,21
"2574","ALDEBARAN II (ART)","junio",12,29
"2575","ALEJANDRA MARIA VI (ART-TRP)","junio",0,7
"2576","ALFA I (L","junio",213,351
"2577","ALTAIR I (IND)","junio",160,262
"2578","AMADEUS (ART)","junio",55,218
"2579","AMADEUS II (ART)","junio",24,120
"2580","AMPARITO I (ART)","junio",4,17
"2581","ANGAMOS 2 (IND)","junio",15,98
"2582","ANGAMOS 4 (IND)","junio",3,25
"2583","ANGAMOS 9 (IND)","junio",0,76
"2584","ANGELA VALENTINA (ART)","junio",75,152
"2585","ANMAI    (ART)","junio",2,5
"2586","ANTARCTIC ENDEAVOUR (FAB)","junio",4,62
"2587","ANTARES (IND)","junio",208,308
"2588","ANTARES II (ART)","junio",1,26
"2589","ANTARES IV (ART)","junio",0,17
"2590","ANTARES V (ART)","junio",3,11
"2591","AQUILES PANCHO I  (IND)","junio",63,103
"2592","ARAUCANA III (L","junio",372,431
"2593","ARKHOS I (ART)","junio",46,202
"2594","ARKHOS II (ART)","junio",49,192
"2595","ARKHOS III (ART)","junio",17,100
"2596","ARKHOS IV (ART)","junio",44,206
"2597","ATACAMA IV (IND)","junio",94,303
"2598","ATACAMA V (IND)","junio",58,279
"2599","AUDAZ (IND)","junio",0,0
"2600","AVENTURERO (IND)","junio",39,195
"2601","BANDURRIA (IND)","junio",22,153
"2602","BARRACUDA IV (IND)","junio",5,43
"2603","BELEN III (ART-TRP)","junio",45,67
"2604","BEN HUR (ART-TRP)","junio",44,77
"2605","BENJAMIN (ART)","junio",12,54
"2606","BETTY YULY (L","junio",321,384
"2607","BIO BIO (ART)","junio",10,40
"2608","BONN (IND)","junio",164,413
"2609","BRENDA ESMERALDA (ART)","junio",8,15
"2610","BRUMA (L","junio",247,335
"2611","BRYAN ALEJANDRO (ART)","junio",0,26
"2612","BUCANERO I (IND)","junio",100,286
"2613","CABO DE HORNOS (FAB)","junio",664,729
"2614","CANDELARIA (ART)","junio",29,83
"2615","CANDELARIA II (ART)","junio",41,152
"2616","CANOPUS III (ART)","junio",0,5
"2617","CAPELLO (ART)","junio",3,20
"2618","CARLA AGUSTIN (ART)","junio",12,20
"2619","CARLA BELEN I (L","junio",179,310
"2620","CARLOS EMILIO (ART)","junio",8,16
"2621","CARLOS PATRICIO (ART)","junio",6,26
"2622","CARMENCHA (L","junio",35,50
"2623","CARMEN LORETO (ART)","junio",11,21
"2624","CAZADOR (IND)","junio",17,59
"2625","CAZADOR (L","junio",178,279
"2626","CECILIA II (ART)","junio",1,23
"2627","CECILIA III (ART)","junio",43,93
"2628","CENTURION 2000 (L","junio",100,132
"2629","CESAR MIGUEL (ART)","junio",4,7
"2630","CHALLUPEN (ART)","junio",49,104
"2631","CHANGO (ART)","junio",16,32
"2632","CHANGO I (ART)","junio",42,180
"2633","CHUBASCO I (ART)","junio",10,59
"2634","CISNE BLANCO (FAB)","junio",593,767
"2635","CLAUDIA ALEJANDRA (IND)","junio",60,265
"2636","CLAUDIA SOFIA (ART)","junio",453,534
"2637","CLAUDIO I (ART)","junio",29,102
"2638","COBRA (IND)","junio",43,177
"2639","COCHA (IND)","junio",4,38
"2640","CONCEPCION (ART)","junio",0,92
"2641","CONY I (IND)","junio",378,486
"2642","CORPESCA 2 (IND)","junio",24,176
"2643","CORSARIO I (IND)","junio",74,248
"2644","COSTA GRANDE 1 (IND)","junio",13,48
"2645","COYI I (ART)","junio",40,265
"2646","COYI II (ART)","junio",56,270
"2647","CRISTIAN GUILLERMO (ART)","junio",50,120
"2648","CRISTOBAL (ART)","junio",30,66
"2649","DALCA (ART)","junio",102,130
"2650","DANIEL (ART)","junio",48,245
"2651","DANIELA S (ART)","junio",149,186
"2652","DANIEL NICOLAS (ART)","junio",23,61
"2653","DELFIN 2000 (ART)","junio",21,95
"2654","DEMETRIO II (L","junio",383,459
"2655","DIEGO ARMANDO II (L","junio",291,372
"2656","DIEGO ESTEBAN (ART)","junio",25,93
"2657","DIEGO RAMIREZ (FAB)","junio",1,135
"2658","DOÑA ADRIANA  ART","junio",16,74
"2659","DOÑA ADRIANA LM  ART","junio",3,9
"2660","DOÑA BELLA (L","junio",8,38
"2661","DOÑA BERNARDA (L","junio",5,40
"2662","DOÑA CARMELA","junio",8,43
"2663","DON ADOLFO II (ART)","junio",5,14
"2664","DOÑA JOVA 2DA (ART)","junio",11,42
"2665","DON ALEJANDRO II (ART)","junio",414,440
"2666","DON ALFONSO (IND)","junio",80,252
"2667","DON ALFONSO II (ART)","junio",5,77
"2668","DON ALFREDO (L","junio",0,10
"2669","DOÑA MARGARITA C (ART)","junio",8,26
"2670","DOÑA MERCEDES (ART)","junio",33,53
"2671","DON ANGEL (ART)","junio",30,79
"2672","DON ANSELMO II (ART)","junio",38,126
"2673","DOÑA PILAR II (ART)","junio",35,208
"2674","DON ARMANDO (ART)","junio",0,5
"2675","DON ARNALDO (ART)","junio",5,21
"2676","DON ATILIO (ART)","junio",7,48
"2677","DOÑA VIOLETA (ART)","junio",31,62
"2678","DON BASILIO (L","junio",18,70
"2679","DON BENITO II (ART)","junio",18,88
"2680","DON BENJA (ART)","junio",37,92
"2681","DON BORIS (IND)","junio",43,225
"2682","DON CARLOS (L","junio",321,417
"2683","DON CHELO II (ART)","junio",23,56
"2684","DON CHOLITO (ART)","junio",7,31
"2685","DON CLAUDIO (L/B)","junio",5,16
"2686","DON CORLEONE (ART)","junio",0,47
"2687","DON DANIEL I (L","junio",36,74
"2688","DON DANILO F (ART)","junio",211,389
"2689","DON DANY (L","junio",111,215
"2690","DON DAVID II (ART)","junio",359,415
"2691","DON DEMETRIO III (ART)","junio",17,65
"2692","DON DIONISIO II (ART)","junio",8,34
"2693","DON EDMUNDO (IND)","junio",76,243
"2694","DON EDUARDO II (ART-TRP)","junio",0,63
"2695","DON ELEUTERIO (ART)","junio",28,64
"2696","DON EMILIO (ART)","junio",1,18
"2697","DON ENRIQUE (IND)","junio",0,2
"2698","DON ENRIQUE F (L","junio",187,410
"2699","DON ERNESTO AYALA MARFIL (IND)","junio",28,133
"2700","DON EUGENIO (ART)","junio",0,2
"2701","DON FERNANDO II (ART)","junio",26,43
"2702","DON FRANCISCO I (ART)","junio",0,21
"2703","DON GERMAN I (L","junio",228,335
"2704","DON GILBERTO I (ART)","junio",359,503
"2705","DON GUILLERMO I (ART)","junio",35,94
"2706","DON HELENO (L","junio",70,147
"2707","DON IGEL (L","junio",350,412
"2708","DON JAIME (ART)","junio",232,384
"2709","DON JEAN PIERRE (ART)","junio",425,481
"2710","DON JOAQUIN  (ART)","junio",16,56
"2711","DON JOAQUIN II (ART)","junio",25,82
"2712","DON JORGE LUIS M (ART)","junio",43,126
"2713","DON JORGE M (ART)","junio",103,192
"2714","DON JOSE EDGARDO (ART)","junio",20,82
"2715","DON JOSE I (ART)","junio",39,179
"2716","DON JOSE IV (ART)_1322","junio",44,70
"2717","DON JOSE MIGUEL (ART)","junio",20,60
"2718","DON JULIAN (ART)","junio",12,31
"2719","DON JULIO (BZA)","junio",352,533
"2720","DON KAKO (ART)","junio",52,135
"2721","DON LOLO (ART)","junio",11,52
"2722","DON LUIS (LM)","junio",23,76
"2723","DON LUIS ALBERTO (ART)","junio",4,20
"2724","DON LUIS D (ART)","junio",15,32
"2725","DON MANUEL (IND)","junio",55,171
"2726","DON MARCIAL (L","junio",22,114
"2727","DON MATEO (ART)","junio",75,175
"2728","DON MATEO I (ART)","junio",37,55
"2729","DON MATIAS I (L","junio",105,169
"2730","DON MAXI (ART)","junio",148,192
"2731","DON MIGUEL (ART)","junio",2,8
"2732","DON MIGUEL II (ART)","junio",4,8
"2733","DON NAO (ART)","junio",293,324
"2734","DON NESTOR (L","junio",0,1
"2735","DON NORMA (ART)","junio",22,40
"2736","DON OSCAR (ART)","junio",0,10
"2737","DON PANCRACIO (ART)","junio",21,101
"2738","DON PASCUAL (ART)","junio",15,69
"2739","DON PEDRO M (ART)","junio",6,21
"2740","DON PEPE (ART)","junio",25,32
"2741","DON RAUL I (ART)","junio",0,71
"2742","DON RICARDO (ART)","junio",5,21
"2743","DON RICARDO II (ART)","junio",8,25
"2744","DON ROBERT (ART)","junio",24,63
"2745","DON RUFINO II (ART)","junio",25,50
"2746","DON SEBASTIAN (L","junio",33,87
"2747","DON STEFAN (IND)","junio",300,479
"2748","DON TITO (IND)","junio",47,282
"2749","DON TITO R (ART)","junio",51,103
"2750","DON TOMAS (L","junio",0,11
"2751","DON ULMES (ART)","junio",5,33
"2752","DON VALENTIN (ART)","junio",32,85
"2753","DON VICENTE I (ART)","junio",90,140
"2754","DON VICTORINO (ART)","junio",16,73
"2755","DRAKAR II (ART-TRP)","junio",0,33
"2756","DUQUECO (IND)","junio",0,13
"2757","EBENEZER II (ART)","junio",28,80
"2758","EDEN I (ART)","junio",31,80
"2759","EL ACUARIO I (ART)","junio",34,52
"2760","EL ACUARIO (L","junio",32,80
"2761","EL CHONO (ART)","junio",0,5
"2762","EL CID (ART)","junio",18,91
"2763","ELENA S (IND)","junio",0,75
"2764","ELOISA II (ART)","junio",38,88
"2765","EL ROBLE (L","junio",334,419
"2766","ELVA S (ART","junio",54,262
"2767","EL YEYE (ART)","junio",3,5
"2768","EMELINDA (ART)","junio",46,87
"2769","ENRIQUETA (ART)","junio",222,286
"2770","EPERVA 49 (IND)","junio",31,298
"2771","EPERVA 51 (IND)","junio",25,122
"2772","EPERVA 56 (IND)","junio",1,69
"2773","EPERVA 61 (IND)","junio",7,54
"2774","EPERVA 62 (IND)","junio",15,116
"2775","ERICK GABRIEL (ART-TRP)","junio",0,21
"2776","ESPERANZA I (ART)","junio",217,302
"2777","ESPERANZA VII (L","junio",23,71
"2778","ESTRELLA DE DAVID (ART)","junio",14,64
"2779","ESTRELLA DEL SUR (L","junio",0,40
"2780","ESTRELLA II (ART)","junio",54,74
"2781","ESTRELLA III (ART)","junio",17,90
"2782","FELIPE EDUARDO (ART)","junio",0,11
"2783","FERNANDO ANDRES II (L","junio",302,327
"2784","FITZ ROY (ART-TRP)","junio",0,31
"2785","FLOPY I (ART)","junio",203,277
"2786","FOCHE (IND)","junio",245,429
"2787","FORTUNA IV (ART)","junio",22,89
"2788","FORTUNA V (ART)","junio",29,109
"2789","FRANCISCO JAVIER (ART)","junio",4,9
"2790","FRIOSUR IX (IND)","junio",470,582
"2791","FRIOSUR X (IND)","junio",434,606
"2792","GALEON II (ART)","junio",32,58
"2793","GAROTA (ART)","junio",12,75
"2794","GAROTA I (ART)","junio",49,88
"2795","GAROTA II (ART)","junio",19,80
"2796","GAROTA III (ART)","junio",25,87
"2797","GAROTA IV (ART)","junio",15,98
"2798","GAROTA V (ART)","junio",14,68
"2799","GEDEON (ART-TRP)","junio",170,255
"2800","GENESIS I (ART)","junio",38,50
"2801","GIANLUCA (ART)","junio",2,11
"2802","GIANPIERO I","junio",91,269
"2803","GLACIAR I (ART)","junio",16,54
"2804","GLOBAL PESCA II (FAB)","junio",0,31
"2805","GLOBAL PESCA III (FAB)","junio",0,20
"2806","GREISIS NICOL II (ART)","junio",0,33
"2807","GRINGO (IND)","junio",200,314
"2808","GUAJACHE II (ART)","junio",29,144
"2809","GUANAYE 2 (IND)","junio",46,121
"2810","GUAYACAN I (ART)","junio",0,13
"2811","GUERRERO DEL PACIFICO (ART)","junio",173,252
"2812","GUERRERO DE PACIFICO (ART)","junio",249,288
"2813","GUILLERMO I (ART)","junio",12,39
"2814","HALCON (IND)","junio",28,290
"2815","HECTOR ALFREDO (L","junio",342,461
"2816","HERACLES (L","junio",195,282
"2817","HERIVAL II (ART)","junio",91,138
"2818","HERMINIA I (ART)","junio",0,1
"2819","HUANAY (L","junio",307,374
"2820","HUMBOLDT II (ART)","junio",63,243
"2821","HURACAN (IND)","junio",32,218
"2822","HURACAN I (ART)","junio",6,35
"2823","ICALMA (IND)","junio",34,119
"2824","IMPERIO AUSTRAL (ART)","junio",0,4
"2825","INDEPENDENCIA II (ART)","junio",67,104
"2826","INGRID FERNANDA (ART)","junio",106,144
"2827","INTREPIDO (IND)","junio",40,270
"2828","ISAAC (ART)","junio",21,80
"2829","ISAAC II (ART)","junio",20,86
"2830","ISIDORA I (ART)","junio",57,225
"2831","ISLA LLAHUEN (ART)","junio",0,0
"2832","ISLA ORCAS (IND)","junio",140,285
"2833","ISLA PICTON","junio",187,291
"2834","ISLA TABON (L","junio",160,220
"2835","IVETH I (L","junio",103,190
"2836","JACOB-ISRAEL (ART)","junio",42,124
"2837","JAQUELINE (ART)","junio",48,73
"2838","JAVIERA II (L","junio",0,72
"2839","JECHITO VI (L","junio",223,308
"2840","JEPE I (ART)","junio",4,26
"2841","J J (ART)","junio",56,205
"2842","JORGE HERNAN M (ART)","junio",18,64
"2843","JORGE VI (TRP)","junio",77,118
"2844","JOSE LUIS (ART)","junio",307,367
"2845","JOSE MANUEL III (L","junio",360,394
"2846","JOSUE (ART)","junio",24,155
"2847","JOSUE SEGUNDO  LB","junio",39,91
"2848","JOYA DEL PACIFICO (L","junio",52,69
"2849","JOYA II (L","junio",325,428
"2850","JUAN ANTONIO I (L","junio",154,198
"2851","JUAN BAUTISTA (L","junio",131,191
"2852","JUAN CLAUDIO (ART)","junio",404,469
"2853","JUAN CLAUDIO III   LB","junio",372,523
"2854","JUAN CLAUDIO II (L","junio",324,456
"2855","JUAN CLAUDIO I (L","junio",352,597
"2856","KALI (ART)","junio",19,64
"2857","KAREN PAMELA (ART)","junio",41,204
"2858","KARINA I (ART-TRP)","junio",22,38
"2859","KATRINA III (ART-TRP)","junio",0,2
"2860","KAWESCAR (ART)","junio",60,197
"2861","KIMERA (ART)","junio",1,7
"2862","KIMY II (ART)","junio",15,47
"2863","KIPPERNES (ART)","junio",12,66
"2864","KOKALECA III (ART)","junio",0,59
"2865","LA ANGELITA (ART)","junio",12,27
"2866","LAGO RANCO (ART)","junio",34,90
"2867","LA JIBIA (L","junio",0,17
"2868","LA VICTORIA (ART)","junio",26,65
"2869","LICANTEN (IND)","junio",29,113
"2870","LIDER (IND)","junio",78,257
"2871","LIDIA C (ART)","junio",41,91
"2872","LOA 7 (IND)","junio",18,75
"2873","LOBA DE MAR (ART)","junio",22,71
"2874","LOBO DE AFUERA IV (ART)","junio",44,147
"2875","LOBO DE AFUERA V (ART)","junio",56,188
"2876","LONCO (IND)","junio",68,295
"2877","LONQUIMAY (ART)","junio",28,52
"2878","LONQUIMAY 2 (ART)","junio",18,81
"2879","LORETO V (ART)","junio",49,164
"2880","LOS VILOS II (ART)","junio",0,0
"2881","LUCAS III (ART-TRP)","junio",0,14
"2882","LUIS ALBERTO I (L","junio",292,453
"2883","LUIS ALBERTO (L","junio",344,557
"2884","LUIS ALFONSO I (L","junio",218,276
"2885","LUIS ANDRES I (L","junio",300,463
"2886","LUIS DAVID C (L","junio",451,546
"2887","LUIS DAVID II (ART)","junio",0,6
"2888","LUIS DAVID I (L","junio",0,120
"2889","MAGDALENA II (ART)","junio",10,18
"2890","MAIMAU I  (ART)","junio",21,97
"2891","MAMA ANTONIA (L","junio",231,283
"2892","MARBELLA II (ART)","junio",35,67
"2893","MARCELO RODOLFO (ART)","junio",61,294
"2894","MARCO POLO (ART)","junio",9,19
"2895","MAR DE LIGURIA (ART)","junio",1,4
"2896","MARGOT MARIA (ART-TRP)","junio",0,35
"2897","MARGOT MARIA IV (ART)","junio",6,15
"2898","MARIA BELEN (ART)","junio",61,165
"2899","MARIA CRUZ II (L","junio",362,505
"2900","MARIA EMPERATRIZ  III (IND)","junio",58,103
"2901","MARIA EUGENIA M (L","junio",194,305
"2902","MARIA ISABEL (ART)","junio",39,100
"2903","MARIA JESUS I (ART)","junio",16,60
"2904","MARIA JOSE (IND)","junio",56,198
"2905","MARIA M (L","junio",277,464
"2906","MARIA PABLA (ART)","junio",14,53
"2907","MARIA SOLEDAD II (ART)","junio",28,107
"2908","MARIA TRINIDAD (ART)","junio",39,92
"2909","MARIO ALBERTO (L","junio",100,132
"2910","MARISOL III (L","junio",431,500
"2911","MARJUXI II (L","junio",416,464
"2912","MARJUXI IV (L","junio",466,507
"2913","MARLIN (IND)","junio",6,79
"2914","MAR PRIMERO (ART)","junio",14,59
"2915","MAR SEGUNDO (ART)","junio",0,5
"2916","MARVENTO (ART)","junio",20,69
"2917","MARY PAZ II (ART)","junio",24,36
"2918","MASTER (ART)","junio",7,44
"2919","MATEO VALENTIN (ART)","junio",0,29
"2920","MATIAS IGNACIO (L","junio",422,477
"2921","MATIAS NICOLAS (ART)","junio",46,109
"2922","MATIAS R (ART)","junio",21,58
"2923","MAXIMO JAVIER (L","junio",505,562
"2924","MELISSA KAREN (L","junio",274,296
"2925","MERO (IND)","junio",21,116
"2926","MESANA (ART)","junio",6,29
"2927","MILTON PATRICIO (L","junio",445,518
"2928","MISIONERA III (ART)","junio",4,12
"2929","MOISES II (ART)","junio",120,161
"2930","MORONI (L","junio",9,23
"2931","NAGASAKI (ART)","junio",19,41
"2932","NAZARETH II (ART)","junio",14,31
"2933","NEBRASKA (ART)","junio",0,16
"2934","NIEBLA","junio",17,56
"2935","NIÑA XIMENA (L","junio",8,26
"2936","NISSHIN MARU N°3 (IND)","junio",204,405
"2937","NOEMI SIMONEY (ART)","junio",15,65
"2938","NUESTRA SRA DE LA TIRANA II (IND)","junio",175,279
"2939","OCEANI III (ART)","junio",0,1
"2940","ORIENTE (ART)","junio",20,24
"2941","ORION I (ART)","junio",1,21
"2942","ORION IV (ART)","junio",0,33
"2943","ORKA (ART)","junio",12,41
"2944","OSCAR ALONSO (L","junio",190,410
"2945","OVNIS (ART)","junio",38,73
"2946","PALMI II (ART)","junio",2,4
"2947","PALMI I (L","junio",121,179
"2948","PAOLA I (ART)","junio",0,5
